,id,partner_id,participant_id,type_of_product,date,currency,qty,unit_price,unit,total
0,0,207,,Bovin entier,2027-11-28,HTG,14,102658.21590869331,animal,1437215.0227217064
1,1,149,,Viande de bovin,2026-09-28,HTG,679,657.8229175847828,lb,446661.7610400675
2,2,227,,Viande de mouton,2027-01-10,HTG,601,575.7659704863809,lb,346035.3482623149
3,3,203,,Mouton entier,2027-10-21,HTG,11,18175.820595011384,animal,199934.02654512523
4,4,176,,Volaille,2026-03-02,HTG,1097,1395.9618975227709,animal,1531370.2015824798
5,5,53,,Lait de vache,2024-10-11,HTG,41,534.3398760613526,gallon,21907.934918515457
6,6,68,,Viande de bovin,2024-05-20,HTG,679,657.8229175847828,lb,446661.7610400675
7,7,213,,Viande de chèvre,2027-05-23,HTG,2702,787.9311094283946,lb,2128989.857675522
8,8,4,,Volaille,2025-07-16,HTG,1097,1395.9618975227709,animal,1531370.2015824798
9,9,15,,Viande de chèvre,2027-06-17,HTG,2702,787.9311094283946,lb,2128989.857675522
10,10,132,,Viande de bovin,2024-08-29,HTG,679,657.8229175847828,lb,446661.7610400675
11,11,70,,Viande de mouton,2024-06-14,HTG,601,575.7659704863809,lb,346035.3482623149
12,12,194,,Oeufs,2027-05-07,HTG,9527,190.38364277387615,douzaine,1813784.964706718
13,13,106,,Mouton entier,2026-01-03,HTG,11,18175.820595011384,animal,199934.02654512523
14,14,94,,Volaille,2026-12-11,HTG,1097,1395.9618975227709,animal,1531370.2015824798
15,15,124,,Lait de vache,2026-11-01,HTG,41,534.3398760613526,gallon,21907.934918515457
16,16,20,,Viande de chèvre,2025-08-17,HTG,2702,787.9311094283946,lb,2128989.857675522
17,17,73,,Oeufs,2024-02-17,HTG,9527,190.38364277387615,douzaine,1813784.964706718
18,18,230,,Mouton entier,2024-04-27,HTG,11,18175.820595011384,animal,199934.02654512523
19,19,157,,Viande de bovin,2026-04-14,HTG,679,657.8229175847828,lb,446661.7610400675
20,20,194,,Bovin entier,2025-04-27,HTG,14,102658.21590869331,animal,1437215.0227217064
21,21,35,,Oeufs,2027-01-12,HTG,9527,190.38364277387615,douzaine,1813784.964706718
22,22,29,,Lait de vache,2025-10-30,HTG,41,534.3398760613526,gallon,21907.934918515457
23,23,123,,Mouton entier,2026-03-30,HTG,11,18175.820595011384,animal,199934.02654512523
24,24,109,,Viande de chèvre,2024-09-30,HTG,2702,787.9311094283946,lb,2128989.857675522
25,25,128,,Oeufs,2024-02-15,HTG,9527,190.38364277387615,douzaine,1813784.964706718
26,26,213,,Oeufs,2026-06-22,HTG,9527,190.38364277387615,douzaine,1813784.964706718
27,27,200,,Viande de mouton,2026-06-26,HTG,601,575.7659704863809,lb,346035.3482623149
28,28,234,,Bovin entier,2026-04-26,HTG,14,102658.21590869331,animal,1437215.0227217064
29,29,123,,Lait de vache,2026-08-18,HTG,41,534.3398760613526,gallon,21907.934918515457
30,30,96,,Lait de vache,2024-05-28,HTG,41,534.3398760613526,gallon,21907.934918515457
31,31,184,,Mouton entier,2025-09-03,HTG,11,18175.820595011384,animal,199934.02654512523
32,32,22,,Viande de bovin,2024-10-03,HTG,679,657.8229175847828,lb,446661.7610400675
33,33,91,,Viande de bovin,2027-12-14,HTG,679,657.8229175847828,lb,446661.7610400675
34,34,231,,Oeufs,2025-11-20,HTG,9527,190.38364277387615,douzaine,1813784.964706718
35,35,181,,Mouton entier,2027-11-14,HTG,11,18175.820595011384,animal,199934.02654512523
36,36,141,,Viande de mouton,2027-11-29,HTG,601,575.7659704863809,lb,346035.3482623149
37,37,215,,Bovin entier,2025-09-10,HTG,14,102658.21590869331,animal,1437215.0227217064
38,38,180,,Viande de chèvre,2026-02-28,HTG,2702,787.9311094283946,lb,2128989.857675522
39,39,137,,Mouton entier,2027-12-13,HTG,11,18175.820595011384,animal,199934.02654512523
40,40,102,,Volaille,2026-03-17,HTG,1097,1395.9618975227709,animal,1531370.2015824798
41,41,226,,Lait de vache,2024-12-18,HTG,41,534.3398760613526,gallon,21907.934918515457
42,42,92,,Lait de vache,2027-07-03,HTG,41,534.3398760613526,gallon,21907.934918515457
43,43,79,,Mouton entier,2026-07-08,HTG,11,18175.820595011384,animal,199934.02654512523
44,44,134,,Oeufs,2024-01-07,HTG,9527,190.38364277387615,douzaine,1813784.964706718
45,45,22,,Viande de mouton,2025-06-03,HTG,601,575.7659704863809,lb,346035.3482623149
46,46,217,,Viande de chèvre,2026-03-25,HTG,2702,787.9311094283946,lb,2128989.857675522
47,47,160,,Oeufs,2027-04-23,HTG,9527,190.38364277387615,douzaine,1813784.964706718
48,48,160,,Oeufs,2024-09-09,HTG,9527,190.38364277387615,douzaine,1813784.964706718
49,49,205,,Oeufs,2024-07-14,HTG,9527,190.38364277387615,douzaine,1813784.964706718
50,50,18,,Lait de vache,2027-04-10,HTG,41,534.3398760613526,gallon,21907.934918515457
51,51,178,,Lait de vache,2025-03-06,HTG,41,534.3398760613526,gallon,21907.934918515457
52,52,49,,Viande de mouton,2026-06-08,HTG,601,575.7659704863809,lb,346035.3482623149
53,53,181,,Viande de mouton,2027-01-07,HTG,601,575.7659704863809,lb,346035.3482623149
54,54,65,,Viande de bovin,2024-01-26,HTG,679,657.8229175847828,lb,446661.7610400675
55,55,23,,Lait de vache,2027-12-15,HTG,41,534.3398760613526,gallon,21907.934918515457
56,56,195,,Oeufs,2026-02-07,HTG,9527,190.38364277387615,douzaine,1813784.964706718
57,57,164,,Viande de chèvre,2025-02-05,HTG,2702,787.9311094283946,lb,2128989.857675522
58,58,94,,Lait de vache,2026-12-01,HTG,41,534.3398760613526,gallon,21907.934918515457
59,59,95,,Volaille,2026-05-20,HTG,1097,1395.9618975227709,animal,1531370.2015824798
60,60,112,,Volaille,2026-05-25,HTG,1097,1395.9618975227709,animal,1531370.2015824798
61,61,39,,Viande de chèvre,2024-08-20,HTG,2702,787.9311094283946,lb,2128989.857675522
62,62,53,,Lait de vache,2025-07-25,HTG,41,534.3398760613526,gallon,21907.934918515457
63,63,23,,Mouton entier,2024-10-04,HTG,11,18175.820595011384,animal,199934.02654512523
64,64,99,,Viande de chèvre,2026-11-06,HTG,2702,787.9311094283946,lb,2128989.857675522
65,65,128,,Mouton entier,2027-02-19,HTG,11,18175.820595011384,animal,199934.02654512523
66,66,167,,Viande de chèvre,2025-02-28,HTG,2702,787.9311094283946,lb,2128989.857675522
67,67,110,,Lait de vache,2024-02-04,HTG,41,534.3398760613526,gallon,21907.934918515457
68,68,52,,Mouton entier,2024-01-22,HTG,11,18175.820595011384,animal,199934.02654512523
69,69,138,,Volaille,2026-09-29,HTG,1097,1395.9618975227709,animal,1531370.2015824798
70,70,120,,Viande de bovin,2026-05-19,HTG,679,657.8229175847828,lb,446661.7610400675
71,71,210,,Lait de vache,2026-01-23,HTG,41,534.3398760613526,gallon,21907.934918515457
72,72,169,,Lait de vache,2027-03-17,HTG,41,534.3398760613526,gallon,21907.934918515457
73,73,63,,Viande de bovin,2027-04-09,HTG,679,657.8229175847828,lb,446661.7610400675
74,74,149,,Bovin entier,2027-09-16,HTG,14,102658.21590869331,animal,1437215.0227217064
75,75,158,,Viande de bovin,2025-02-11,HTG,679,657.8229175847828,lb,446661.7610400675
76,76,178,,Oeufs,2025-11-28,HTG,9527,190.38364277387615,douzaine,1813784.964706718
77,77,119,,Bovin entier,2027-09-13,HTG,14,102658.21590869331,animal,1437215.0227217064
78,78,17,,Oeufs,2025-09-01,HTG,9527,190.38364277387615,douzaine,1813784.964706718
79,79,2,,Bovin entier,2027-08-09,HTG,14,102658.21590869331,animal,1437215.0227217064
80,80,93,,Volaille,2024-04-23,HTG,1097,1395.9618975227709,animal,1531370.2015824798
81,81,181,,Viande de chèvre,2026-01-05,HTG,2702,787.9311094283946,lb,2128989.857675522
82,82,207,,Volaille,2024-11-09,HTG,1097,1395.9618975227709,animal,1531370.2015824798
83,83,22,,Lait de vache,2026-12-08,HTG,41,534.3398760613526,gallon,21907.934918515457
84,84,181,,Volaille,2024-07-27,HTG,1097,1395.9618975227709,animal,1531370.2015824798
85,85,50,,Lait de vache,2024-02-13,HTG,41,534.3398760613526,gallon,21907.934918515457
86,86,171,,Mouton entier,2025-09-04,HTG,11,18175.820595011384,animal,199934.02654512523
87,87,46,,Oeufs,2024-01-30,HTG,9527,190.38364277387615,douzaine,1813784.964706718
88,88,195,,Oeufs,2024-12-25,HTG,9527,190.38364277387615,douzaine,1813784.964706718
89,89,60,,Viande de bovin,2024-11-26,HTG,679,657.8229175847828,lb,446661.7610400675
90,90,97,,Viande de mouton,2025-07-21,HTG,601,575.7659704863809,lb,346035.3482623149
91,91,106,,Oeufs,2025-05-10,HTG,9527,190.38364277387615,douzaine,1813784.964706718
92,92,3,,Volaille,2027-10-21,HTG,1097,1395.9618975227709,animal,1531370.2015824798
93,93,119,,Lait de vache,2024-11-21,HTG,41,534.3398760613526,gallon,21907.934918515457
94,94,48,,Mouton entier,2024-11-13,HTG,11,18175.820595011384,animal,199934.02654512523
95,95,198,,Bovin entier,2026-04-14,HTG,14,102658.21590869331,animal,1437215.0227217064
96,96,113,,Mouton entier,2026-03-18,HTG,11,18175.820595011384,animal,199934.02654512523
97,97,171,,Viande de bovin,2026-02-13,HTG,679,657.8229175847828,lb,446661.7610400675
98,98,97,,Bovin entier,2024-04-24,HTG,14,102658.21590869331,animal,1437215.0227217064
99,99,120,,Lait de vache,2025-02-02,HTG,41,534.3398760613526,gallon,21907.934918515457
100,100,201,,Viande de chèvre,2026-07-10,HTG,2702,787.9311094283946,lb,2128989.857675522
101,101,83,,Viande de chèvre,2026-08-08,HTG,2702,787.9311094283946,lb,2128989.857675522
102,102,85,,Viande de chèvre,2024-03-03,HTG,2702,787.9311094283946,lb,2128989.857675522
103,103,23,,Lait de vache,2024-12-10,HTG,41,534.3398760613526,gallon,21907.934918515457
104,104,143,,Oeufs,2024-03-11,HTG,9527,190.38364277387615,douzaine,1813784.964706718
105,105,174,,Viande de mouton,2027-11-03,HTG,601,575.7659704863809,lb,346035.3482623149
106,106,23,,Viande de mouton,2024-02-10,HTG,601,575.7659704863809,lb,346035.3482623149
107,107,197,,Lait de vache,2025-02-12,HTG,41,534.3398760613526,gallon,21907.934918515457
108,108,16,,Bovin entier,2025-07-22,HTG,14,102658.21590869331,animal,1437215.0227217064
109,109,210,,Volaille,2025-04-16,HTG,1097,1395.9618975227709,animal,1531370.2015824798
110,110,2,,Bovin entier,2025-09-07,HTG,14,102658.21590869331,animal,1437215.0227217064
111,111,118,,Bovin entier,2026-07-29,HTG,14,102658.21590869331,animal,1437215.0227217064
112,112,57,,Viande de bovin,2026-09-02,HTG,679,657.8229175847828,lb,446661.7610400675
113,113,94,,Oeufs,2024-07-18,HTG,9527,190.38364277387615,douzaine,1813784.964706718
114,114,73,,Viande de mouton,2025-10-22,HTG,601,575.7659704863809,lb,346035.3482623149
115,115,143,,Viande de bovin,2025-07-30,HTG,679,657.8229175847828,lb,446661.7610400675
116,116,132,,Viande de bovin,2026-07-27,HTG,679,657.8229175847828,lb,446661.7610400675
117,117,197,,Bovin entier,2027-03-18,HTG,14,102658.21590869331,animal,1437215.0227217064
118,118,192,,Lait de vache,2026-06-26,HTG,41,534.3398760613526,gallon,21907.934918515457
119,119,54,,Bovin entier,2027-11-01,HTG,14,102658.21590869331,animal,1437215.0227217064
120,120,182,,Viande de chèvre,2027-11-23,HTG,2702,787.9311094283946,lb,2128989.857675522
121,121,17,,Lait de vache,2027-03-09,HTG,41,534.3398760613526,gallon,21907.934918515457
122,122,130,,Mouton entier,2026-12-30,HTG,11,18175.820595011384,animal,199934.02654512523
123,123,125,,Viande de bovin,2025-05-01,HTG,679,657.8229175847828,lb,446661.7610400675
124,124,29,,Mouton entier,2026-07-17,HTG,11,18175.820595011384,animal,199934.02654512523
125,125,54,,Lait de vache,2027-02-16,HTG,41,534.3398760613526,gallon,21907.934918515457
126,126,64,,Oeufs,2026-12-10,HTG,9527,190.38364277387615,douzaine,1813784.964706718
127,127,212,,Bovin entier,2024-03-03,HTG,14,102658.21590869331,animal,1437215.0227217064
128,128,65,,Mouton entier,2027-06-18,HTG,11,18175.820595011384,animal,199934.02654512523
