,id,partner_id,participant_id,type_of_product,date,currency,qty,unit_price,unit,total
0,0,50,,Lait de vache,2026-04-10,HTG,42,547.8969931691056,gallon,23011.673713102435
1,1,232,,Viande de bovin,2024-02-01,HTG,4013,596.889820232721,lb,2395318.8485939093
2,2,66,,Lait de vache,2025-12-31,HTG,42,547.8969931691056,gallon,23011.673713102435
3,3,172,,Volaille,2027-07-12,HTG,2089,797.4025087866125,animal,1665773.8408552336
4,4,60,,Bovin entier,2026-01-18,HTG,13,218985.65404711274,animal,2846813.5026124655
5,5,111,,Bovin entier,2027-09-06,HTG,13,218985.65404711274,animal,2846813.5026124655
6,6,116,,Viande de bovin,2027-10-25,HTG,4013,596.889820232721,lb,2395318.8485939093
7,7,176,,Volaille,2025-09-08,HTG,2089,797.4025087866125,animal,1665773.8408552336
8,8,4,,Viande de bovin,2026-09-28,HTG,4013,596.889820232721,lb,2395318.8485939093
9,9,31,,Volaille,2027-02-23,HTG,2089,797.4025087866125,animal,1665773.8408552336
10,10,118,,Viande de bovin,2024-08-03,HTG,4013,596.889820232721,lb,2395318.8485939093
11,11,127,,Volaille,2024-06-29,HTG,2089,797.4025087866125,animal,1665773.8408552336
12,12,16,,Viande de mouton,2025-07-25,HTG,706,586.433542452855,lb,414022.0809717156
13,13,206,,Oeufs,2025-03-19,HTG,3265,151.26743129801147,douzaine,493888.1631880075
14,14,69,,Viande de chèvre,2024-03-04,HTG,3256,724.8148524142908,lb,2359997.159460931
15,15,56,,Mouton entier,2026-04-19,HTG,20,29987.61945534993,animal,599752.3891069986
16,16,21,,Viande de chèvre,2025-11-20,HTG,3256,724.8148524142908,lb,2359997.159460931
17,17,233,,Lait de vache,2026-02-01,HTG,42,547.8969931691056,gallon,23011.673713102435
18,18,86,,Volaille,2025-08-09,HTG,2089,797.4025087866125,animal,1665773.8408552336
19,19,49,,Viande de mouton,2026-09-03,HTG,706,586.433542452855,lb,414022.0809717156
20,20,210,,Lait de vache,2027-09-02,HTG,42,547.8969931691056,gallon,23011.673713102435
21,21,217,,Viande de bovin,2025-10-01,HTG,4013,596.889820232721,lb,2395318.8485939093
22,22,173,,Oeufs,2027-03-07,HTG,3265,151.26743129801147,douzaine,493888.1631880075
23,23,152,,Viande de chèvre,2027-10-09,HTG,3256,724.8148524142908,lb,2359997.159460931
24,24,206,,Viande de bovin,2025-03-23,HTG,4013,596.889820232721,lb,2395318.8485939093
25,25,193,,Volaille,2027-09-30,HTG,2089,797.4025087866125,animal,1665773.8408552336
26,26,74,,Lait de vache,2024-01-29,HTG,42,547.8969931691056,gallon,23011.673713102435
27,27,98,,Viande de mouton,2027-07-19,HTG,706,586.433542452855,lb,414022.0809717156
28,28,66,,Bovin entier,2026-05-10,HTG,13,218985.65404711274,animal,2846813.5026124655
29,29,22,,Volaille,2026-07-11,HTG,2089,797.4025087866125,animal,1665773.8408552336
30,30,207,,Viande de mouton,2027-09-13,HTG,706,586.433542452855,lb,414022.0809717156
31,31,222,,Mouton entier,2025-05-06,HTG,20,29987.61945534993,animal,599752.3891069986
32,32,107,,Viande de mouton,2027-09-20,HTG,706,586.433542452855,lb,414022.0809717156
33,33,87,,Viande de bovin,2025-03-07,HTG,4013,596.889820232721,lb,2395318.8485939093
34,34,84,,Viande de mouton,2024-05-01,HTG,706,586.433542452855,lb,414022.0809717156
35,35,59,,Viande de bovin,2027-04-19,HTG,4013,596.889820232721,lb,2395318.8485939093
36,36,153,,Viande de bovin,2025-09-11,HTG,4013,596.889820232721,lb,2395318.8485939093
37,37,229,,Mouton entier,2025-10-05,HTG,20,29987.61945534993,animal,599752.3891069986
38,38,185,,Bovin entier,2027-07-27,HTG,13,218985.65404711274,animal,2846813.5026124655
39,39,214,,Volaille,2025-10-01,HTG,2089,797.4025087866125,animal,1665773.8408552336
40,40,30,,Bovin entier,2025-09-20,HTG,13,218985.65404711274,animal,2846813.5026124655
41,41,178,,Volaille,2027-05-27,HTG,2089,797.4025087866125,animal,1665773.8408552336
42,42,175,,Viande de chèvre,2024-12-13,HTG,3256,724.8148524142908,lb,2359997.159460931
43,43,123,,Oeufs,2026-04-07,HTG,3265,151.26743129801147,douzaine,493888.1631880075
44,44,25,,Viande de bovin,2025-12-03,HTG,4013,596.889820232721,lb,2395318.8485939093
45,45,163,,Viande de mouton,2026-11-08,HTG,706,586.433542452855,lb,414022.0809717156
46,46,194,,Viande de bovin,2024-07-12,HTG,4013,596.889820232721,lb,2395318.8485939093
