,id,partner_id,participant_id,type_of_product,date,currency,qty,unit_price,unit,total
0,0,131,,Viande de bovin,2024-09-12,HTG,948,570.3403555027987,lb,540682.6570166532
1,1,216,,Viande de bovin,2025-11-17,HTG,948,570.3403555027987,lb,540682.6570166532
2,2,1,,Bovin entier,2027-08-21,HTG,13,328284.7931701874,animal,4267702.311212436
3,3,199,,Mouton entier,2026-07-06,HTG,9,30781.30023259574,animal,277031.70209336164
4,4,193,,Mouton entier,2024-02-20,HTG,9,30781.30023259574,animal,277031.70209336164
5,5,234,,Viande de chèvre,2025-01-08,HTG,157,767.2375393837561,lb,120456.29368324972
6,6,154,,Bovin entier,2025-07-18,HTG,13,328284.7931701874,animal,4267702.311212436
7,7,104,,Viande de mouton,2025-03-05,HTG,751,665.2146062778114,lb,499576.1693146364
8,8,149,,Lait de vache,2027-06-01,HTG,35,457.99052998246987,gallon,16029.668549386446
9,9,75,,Oeufs,2025-04-04,HTG,9908,194.72627703755433,douzaine,1929347.9528880883
10,10,127,,Oeufs,2026-11-13,HTG,9908,194.72627703755433,douzaine,1929347.9528880883
11,11,99,,Lait de vache,2026-08-10,HTG,35,457.99052998246987,gallon,16029.668549386446
12,12,173,,Oeufs,2026-10-26,HTG,9908,194.72627703755433,douzaine,1929347.9528880883
13,13,192,,Mouton entier,2027-01-27,HTG,9,30781.30023259574,animal,277031.70209336164
14,14,12,,Viande de mouton,2026-07-16,HTG,751,665.2146062778114,lb,499576.1693146364
15,15,163,,Viande de mouton,2025-06-27,HTG,751,665.2146062778114,lb,499576.1693146364
16,16,139,,Bovin entier,2024-05-12,HTG,13,328284.7931701874,animal,4267702.311212436
17,17,126,,Lait de vache,2026-12-29,HTG,35,457.99052998246987,gallon,16029.668549386446
18,18,90,,Viande de mouton,2026-03-16,HTG,751,665.2146062778114,lb,499576.1693146364
19,19,74,,Volaille,2024-10-05,HTG,2140,1174.86862808986,animal,2514218.8641123003
20,20,230,,Volaille,2027-08-04,HTG,2140,1174.86862808986,animal,2514218.8641123003
21,21,7,,Oeufs,2027-03-19,HTG,9908,194.72627703755433,douzaine,1929347.9528880883
22,22,179,,Viande de mouton,2027-11-14,HTG,751,665.2146062778114,lb,499576.1693146364
23,23,29,,Mouton entier,2027-08-25,HTG,9,30781.30023259574,animal,277031.70209336164
24,24,167,,Viande de mouton,2027-02-23,HTG,751,665.2146062778114,lb,499576.1693146364
25,25,7,,Oeufs,2025-10-28,HTG,9908,194.72627703755433,douzaine,1929347.9528880883
26,26,67,,Volaille,2026-10-31,HTG,2140,1174.86862808986,animal,2514218.8641123003
27,27,189,,Viande de chèvre,2025-10-24,HTG,157,767.2375393837561,lb,120456.29368324972
28,28,205,,Lait de vache,2025-12-20,HTG,35,457.99052998246987,gallon,16029.668549386446
29,29,79,,Viande de mouton,2026-02-09,HTG,751,665.2146062778114,lb,499576.1693146364
30,30,212,,Mouton entier,2027-07-25,HTG,9,30781.30023259574,animal,277031.70209336164
31,31,104,,Viande de mouton,2025-05-07,HTG,751,665.2146062778114,lb,499576.1693146364
32,32,159,,Viande de bovin,2026-05-15,HTG,948,570.3403555027987,lb,540682.6570166532
33,33,9,,Viande de mouton,2026-08-09,HTG,751,665.2146062778114,lb,499576.1693146364
34,34,104,,Volaille,2024-11-11,HTG,2140,1174.86862808986,animal,2514218.8641123003
35,35,198,,Bovin entier,2025-05-06,HTG,13,328284.7931701874,animal,4267702.311212436
36,36,110,,Bovin entier,2025-10-02,HTG,13,328284.7931701874,animal,4267702.311212436
37,37,37,,Viande de mouton,2025-08-26,HTG,751,665.2146062778114,lb,499576.1693146364
38,38,204,,Viande de mouton,2025-08-04,HTG,751,665.2146062778114,lb,499576.1693146364
39,39,160,,Lait de vache,2027-08-23,HTG,35,457.99052998246987,gallon,16029.668549386446
40,40,171,,Viande de chèvre,2024-07-08,HTG,157,767.2375393837561,lb,120456.29368324972
41,41,101,,Viande de chèvre,2024-03-15,HTG,157,767.2375393837561,lb,120456.29368324972
42,42,206,,Mouton entier,2027-11-14,HTG,9,30781.30023259574,animal,277031.70209336164
43,43,74,,Volaille,2024-01-01,HTG,2140,1174.86862808986,animal,2514218.8641123003
